"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"CRYL1",3456.43600240144,0.263233336215959,0.380085790407817,0.692562949889602,0.488583868243366,0.604508009877382,"Not"
"CRYM",658.598683581947,-4.18251794394361,0.995712491048915,-4.20052774424635,2.66293532032097e-05,0.000137591154040244,"Down"
"CRYZ",1896.30280103451,1.41576616274267,0.361695437064981,3.91424944210265,9.0685850129679e-05,0.000403563962571827,"Up"
"CRYZL1",1206.29761845727,-0.555887979675649,0.21016792034726,-2.6449706442218,0.00816980043713279,0.0204338361249217,"Down"
"CS",6725.51488962194,-0.0802553995491845,0.161903900886909,-0.49569775100875,0.620107674072659,0.72436736462807,"Not"
"CSAD",992.494178767254,-0.165977175587683,0.400449331243554,-0.414477344917167,0.678524555255224,0.773567884502371,"Not"
"CSAG1",56.6142895480927,1.76893320855728,0.558866059422313,3.16521853265842,0.00154966513463651,0.00480311002749406,"Up"
"CSAG2",2.04384828495584,2.34905803791095,1.78026322471811,1.31950040044382,0.187001876337041,0.284423846245972,"Not"
"CSAG3",2.7517517495062,2.41865720128557,1.53102925462437,1.57975897193354,0.114162074727844,0.190450960493702,"Not"
"CSDC2",746.864995853812,-1.02877210349483,0.6982954958382,-1.47326183489117,0.140680447407524,0.225316381549832,"Not"
"CSDE1",17473.8750282969,-0.304782696107432,0.18026846441947,-1.69071555077003,0.090891142805108,0.157694946198418,"Not"
"CSE1L",4428.75723422191,0.0712574715901309,0.22430879934708,0.317675774635447,0.750730889064468,0.830939852583789,"Not"
"CSF1",4416.50004367406,0.954091724364079,0.384853176756213,2.47910575249962,0.0131712248298723,0.0308761256374706,"Up"
"CSF1R",8527.66800147333,0.798476745066946,0.474316161458587,1.68342723682769,0.0922924142863348,0.159664589512929,"Not"
"CSF2",1.65881084142859,2.48625920836841,1.83861920154062,1.35224259938388,0.176297720197193,0.270976945838336,"Not"
"CSF2RA",917.036937691864,0.921711622770319,0.501191017897377,1.83904258028632,0.0659089234394409,0.12087559265277,"Not"
"CSF2RB",279.643894729719,1.34486204267052,0.536560413082433,2.50645036398521,0.0121950178617199,0.0289487754956827,"Up"
"CSF3",79.9745521644202,-0.716922648049225,1.15628713329338,-0.620021296965622,0.535243765791544,0.648482483969361,"Not"
"CSF3R",1471.04791907443,1.22607633530047,0.50206106866489,2.44208605650489,0.0146026652548838,0.0337218803192712,"Up"
"CSGALNACT1",1522.40393547069,-1.17273953168551,0.368175521043665,-3.18527295992181,0.00144617531166707,0.0045260786961947,"Down"
"CSGALNACT2",942.696705364929,0.0257702295509355,0.260531650488513,0.0989140071949597,0.92120654731496,0.949214654668115,"Not"
"CSH1",0,NA,NA,NA,NA,NA,NA
"CSH2",0.286465014706653,-0.132204205978808,2.72766278304806,-0.0484679436184099,0.961343311690718,0.974340861083088,"Not"
"CSHL1",0.0377356950082786,0.104071733203458,7.64495891225229,0.0136131187097247,0.989138638224002,NA,"Not"
"CSK",3026.18654715473,0.437224856671287,0.18674375864241,2.3413090742621,0.019216251699861,0.0426706742006938,"Not"
"CSMD1",481.351594898907,-2.55769334135483,0.568647086762425,-4.49785710838154,6.86418039747982e-06,4.10526970348793e-05,"Down"
"CSMD2",1132.80157866651,-0.0408512525494684,0.517357575904814,-0.0789613498517405,0.937063365387141,0.959515682157128,"Not"
"CSMD3",170.372907652617,-2.77278773291165,0.872146332757137,-3.17926892399578,0.00147647039273633,0.0046046275774811,"Down"
"CSN1S1",1.29272032794068,-0.891545520853388,1.14258722408423,-0.780286618002357,0.435222187791083,0.552784765242739,"Not"
"CSN2",0.0436160844467484,0.104077044061653,7.50204164747213,0.0138731626605569,0.988931172764419,NA,"Not"
"CSN3",0.0892060470022927,0.152635344004943,5.4283739557661,0.0281180598920993,0.977567990057041,NA,"Not"
"CSNK1A1",4372.47954016418,0.350547265565392,0.18937229792757,1.85110108184602,0.0641550124985037,0.118231791060535,"Not"
"CSNK1A1L",8.3650127600172,1.04195369400068,0.445157713401303,2.34063942426036,0.0192507490910564,0.0427319777604622,"Up"
"CSNK1D",7994.94050360808,-0.18460710853626,0.139607783893375,-1.3223267599266,0.186059365598652,0.283245484592351,"Not"
"CSNK1E",6850.19213967846,-0.0254115432286234,0.314694560719181,-0.0807498647912745,0.935640879894172,0.958736804149543,"Not"
"CSNK1G1",737.227717117834,-0.0224990230487941,0.228871520290252,-0.0983041621791173,0.921690773251445,0.949450699098461,"Not"
"CSNK1G2",2677.2405524701,-0.369109625997549,0.210170615244799,-1.75623802389132,0.079047774660935,0.14042036426784,"Not"
"CSNK1G3",1329.93007002679,0.075247787577575,0.164077828161731,0.458610334014195,0.646514014323819,0.746310941215348,"Not"
"CSNK2A1",5035.63592076836,0.0992912446881011,0.191224679677034,0.519238650867647,0.603594329043326,0.710161355774296,"Not"
"CSNK2A2",2804.45874612005,-0.0458614356886437,0.16746611770142,-0.273855012095111,0.784196045444536,0.855102228176854,"Not"
"CSNK2A3",43.1959299766339,1.66934960690511,0.338777489865699,4.92756944260638,8.32588365719329e-07,6.29158628783006e-06,"Up"
"CSNK2B",2127.36336567701,0.317083168385898,0.199542113859988,1.58905387064499,0.112048231016631,0.187614235627738,"Not"
"CSPG4",6877.74230069576,1.605447609922,0.505345310358487,3.17693184643014,0.00148842009321376,0.00463567864987199,"Up"
"CSPG5",8743.49957914228,0.234406247425581,0.595810854328027,0.393423929293721,0.694006398647121,0.786168467978542,"Not"
"CSPP1",727.854520073246,0.612150844745691,0.249341758222642,2.45506749093784,0.0140858140077369,0.0327069331621057,"Up"
"CSRNP1",2202.35239488045,-0.28616017803344,0.28542006276028,-1.00259307375243,0.316057239010649,0.431474135228713,"Not"
"CSRNP2",2276.82865871844,-0.705572123102981,0.170678840919567,-4.13391677200037,3.5663266831115e-05,0.000177514912429033,"Down"
"CSRNP3",828.461453271779,-2.51551865563717,0.47525167713501,-5.29302425780302,1.20309954276271e-07,1.14617870418038e-06,"Down"
"CSRP1",17918.6974759091,-1.2818238700766,0.430852255412215,-2.97508914941208,0.00292903412059015,0.00835596578468267,"Down"
"CSRP2",5944.85599946422,3.06531330681223,0.48047747759437,6.37972319152083,1.77408355978333e-10,3.42768418622311e-09,"Up"
"CSRP3",3.75148249208403,3.65322718314819,1.27512536635223,2.86499451704819,0.00417016462662835,0.0113851919358836,"Up"
"CST1",4.45459871831972,1.16332416855299,1.2100037637581,0.961421942143281,0.336340056017367,0.453211405146229,"Not"
"CST11",0.0633861835288433,0.201137350539057,5.07423164512799,0.0396389768157665,0.968380952839407,NA,"Not"
"CST2",1.32498594440949,2.16522721834608,1.41753826447924,1.52745592313272,0.126647679518977,0.207211284306199,"Not"
"CST3",73807.0005101908,1.09685476738505,0.531706062180118,2.06289686238989,0.0391224282992235,0.0780184245375512,"Up"
"CST4",0.105339988203062,0.346618790316217,4.95089345863807,0.0700113612243977,0.944184616878948,NA,"Not"
"CST5",0.895561617647906,2.26181363166783,1.17018029616996,1.93287618931102,0.0532514517362903,0.101298079031328,"Not"
"CST6",13.7065364849738,-1.24475944337203,0.816420326062793,-1.52465513612934,0.127345137361635,0.208096225693885,"Not"
"CST7",75.324086613188,2.39437560936,0.586527448273916,4.08229080566711,4.45939471576777e-05,0.000216015355588584,"Up"
"CST8",0.0217763337326214,0.0555595353316834,8.19826783081789,0.00677698466044632,0.994592789960623,NA,"Not"
"CST9",0.515201082187099,1.61252670893095,1.65064232384245,0.976908616505865,0.32861439562499,0.445225556742384,"Not"
"CST9L",0.0825244403148822,0.273889867633685,4.54030686990652,0.0603240872217353,0.951897518048194,NA,"Not"
"CSTA",167.649168570178,5.03860882542614,0.681398402419575,7.39451223767852,1.41928284571755e-13,5.36731232264648e-12,"Up"
"CSTB",5042.97304308457,0.89302431581253,0.274433072386523,3.25406959170998,0.00113764406946874,0.00367738109043354,"Up"
"CSTF1",1488.30636739636,0.443013241506423,0.167149882816865,2.65039516654525,0.00803976737320096,0.020151948234646,"Not"
"CSTF2",797.54529629481,0.695987393946896,0.173487935407903,4.01173368229034,6.02744734823333e-05,0.000281775591359873,"Up"
"CSTF2T",1509.64693638197,-1.03740342311382,0.206351277093353,-5.02736613858947,4.97262368285065e-07,4.01794551970374e-06,"Down"
"CSTF3",1441.6194717908,0.0518893518285311,0.179494703644434,0.289085698769809,0.77251579732894,0.846713169589716,"Not"
"CSTL1",0.424695692518393,0.657128209319447,1.57178882505208,0.418076651803193,0.675891075093976,0.771834795628728,"Not"
"CT45A1",1.48742699697587,0.621914012598937,1.66624448004851,0.373242954467781,0.708967629236958,0.797890883498465,"Not"
"CT45A10",2.1693375299475,-0.631899918960915,1.28289473058246,-0.492557887952367,0.622325009844105,0.726091373497173,"Not"
"CT45A2",0,NA,NA,NA,NA,NA,NA
"CT45A3",0,NA,NA,NA,NA,NA,NA
"CT45A5",0.1189506830647,0.395149325049268,3.27803252203398,0.120544662810143,0.904051701757485,NA,"Not"
"CT45A6",0,NA,NA,NA,NA,NA,NA
"CT45A7",0,NA,NA,NA,NA,NA,NA
"CT45A8",0,NA,NA,NA,NA,NA,NA
"CT45A9",0,NA,NA,NA,NA,NA,NA
"CT47A1",0,NA,NA,NA,NA,NA,NA
"CT47A10",0,NA,NA,NA,NA,NA,NA
"CT47A11",0,NA,NA,NA,NA,NA,NA
"CT47A12",0,NA,NA,NA,NA,NA,NA
"CT47A2",0,NA,NA,NA,NA,NA,NA
"CT47A3",0,NA,NA,NA,NA,NA,NA
"CT47A4",0,NA,NA,NA,NA,NA,NA
"CT47A5",0,NA,NA,NA,NA,NA,NA
"CT47A6",0,NA,NA,NA,NA,NA,NA
"CT47A7",0,NA,NA,NA,NA,NA,NA
"CT47A8",0,NA,NA,NA,NA,NA,NA
"CT47A9",0,NA,NA,NA,NA,NA,NA
"CT47B1",0.0921322920348548,0.273890708325394,4.50486887845581,0.0607988191699108,0.951519430749338,NA,"Not"
"CT55",2.12961048046945,-0.977799858721401,0.736497568475098,-1.32763487698393,0.18429875686791,0.281070710679043,"Not"
"CT62",1.30056908101421,-1.69354457665332,0.875370964569566,-1.93465929897054,0.0530321180427536,0.100973760571375,"Not"
"CT83",0.0175253282535942,0.00706884415746963,8.19826783081789,0.000862236304466332,0.999312035050147,NA,"Not"
"CTAG1A",0.0758003037088524,0.201139424344999,4.99345309034495,0.0402806275949424,0.967869398182732,NA,"Not"
"CTAG1B",0.0240576379822858,0.0555595353316834,8.19826783081789,0.00677698466044632,0.994592789960623,NA,"Not"
"CTAG2",1.40509384866531,2.95816127659615,2.43197536918214,1.21636152819712,0.223847232549746,0.328462271989004,"Not"
"CTAGE1",1.81302291453312,3.31689087744373,1.08833722441685,3.0476683173462,0.00230624328202136,0.00678740311693918,"Up"
"CTAGE15",0.502586449862914,1.24573549413103,1.52968739672135,0.814372594558258,0.415431533572754,0.533364553798969,"Not"
"CTAGE4",0.637961634690525,1.3371573991949,1.5794970355734,0.84657164216169,0.397233925763176,0.515406863511133,"Not"
"CTAGE5",86.4255841433851,-0.624100303133671,0.212794239829803,-2.93288156499367,0.00335831974206708,0.00943025914894358,"Down"
"CTAGE6",0.765840154172857,1.35470823192535,1.45525849879712,0.930905562857131,0.351902416716957,0.469287296834554,"Not"
"CTAGE8",0.360361763005959,1.05805720041855,1.92890710734461,0.548526777878432,0.583330247644698,0.69229367590536,"Not"
"CTAGE9",0.229658875692201,-0.849302305792656,1.92170215079939,-0.441953143175368,0.658523113340312,0.756559496561274,"Not"
"CTBP1",6080.85021262909,-0.458702544178839,0.147348998067322,-3.11303470125574,0.00185174243756158,0.00561040869455638,"Not"
"CTBP2",1782.35381497007,0.256505501110021,0.177781745210732,1.44281124479892,0.149073650639445,0.235976207571679,"Not"
"CTBS",1002.1480686934,1.26219635744173,0.361405655782358,3.49246431882582,0.000478585531270952,0.00172837003005189,"Up"
"CTC1",964.386477770667,-0.660346517088387,0.236219707634056,-2.79547597320447,0.00518233537727123,0.0137628507036124,"Down"
"CTCF",2592.61258578543,-0.111592974209297,0.174986701552476,-0.637722599598985,0.523654271499661,0.637429596043356,"Not"
"CTCFL",7.68567371469523,4.57677076760541,1.13204101849479,4.04293721944004,5.27857578824089e-05,0.000250959769528024,"Up"
"CTDNEP1",5672.87567184979,0.486509505293149,0.144354785715107,3.37023468174658,0.000751041913176688,0.00256307517178383,"Not"
"CTDP1",981.062354150402,-0.442672634147412,0.209146928762385,-2.11656291950785,0.0342969599345447,0.0697104256655166,"Not"
"CTDSP1",4647.73085923392,0.84006751716782,0.236039885994025,3.55900662140248,0.000372260147651774,0.00138387059085093,"Up"
"CTDSP2",13968.0411947702,1.13053482605803,0.573104361415946,1.97265088554702,0.04853535125325,0.0935995797489604,"Up"
"CTDSPL",1382.6774924837,0.300350602403754,0.289398178762785,1.03784551681628,0.299341982111765,0.412712628319489,"Not"
"CTDSPL2",1756.9447555098,0.4391401254234,0.263962203018246,1.66364775108747,0.096182843368534,0.164998892099847,"Not"
"CTF1",304.028878055663,1.0310368568602,0.397704692343832,2.59246842370375,0.00952899283462539,0.0233746131418642,"Up"
"CTGF",6207.03703583864,1.704329401933,0.582595450339416,2.92540801844585,0.00344004855602114,0.00962055364998186,"Up"
"CTH",359.566720074177,0.66372681311981,0.41028837753984,1.61770805475805,0.105725529307088,0.178553980056974,"Not"
"CTHRC1",921.89921061774,3.6309851968875,0.884623110396397,4.10455611459264,4.05091937678914e-05,0.000198502517578453,"Up"
"CTIF",2292.41386110232,-2.24911180453402,0.309053691773523,-7.27741445710407,3.40278632394839e-13,1.16812255246095e-11,"Down"
"CTLA4",21.0373023243514,0.788397918131062,0.66959565945376,1.17742387812702,0.239026363905335,0.345797363334308,"Not"
"CTNNA1",16556.0956561056,0.295192184426304,0.200864873463652,1.46960580680983,0.141668546674274,0.226547914002712,"Not"
"CTNNA2",4023.54853452022,-1.36749788763086,0.482668607991888,-2.83320246021437,0.00460841878263575,0.0124141074083858,"Down"
"CTNNA3",291.071169392572,-2.51149899108609,0.746488547455495,-3.36441731041537,0.000767054655833899,0.00261101700081331,"Down"
"CTNNAL1",1369.87898302549,1.7389322210187,0.2922758510586,5.94962674719936,2.6875465631995e-09,3.88233628531754e-08,"Up"
"CTNNB1",19794.9316222771,0.486332315936451,0.185640128811271,2.61975855678745,0.00879920409833137,0.0218087107304587,"Not"
"CTNNBIP1",2297.10266065601,-0.623360947453779,0.225829117784712,-2.7603214039389,0.00577445210343372,0.015132317723449,"Down"
"CTNNBL1",2055.3902476261,0.402494349655033,0.192135424634963,2.09484716532482,0.0361845808332827,0.0729328476436844,"Not"
"CTNND1",8854.29599824737,0.860059764886263,0.211548843063155,4.06553754883692,4.79218776302428e-05,0.000230575240545202,"Up"
"CTNND2",13214.6518090491,-0.592698063142529,0.396541455126063,-1.49466860395241,0.135000951971191,0.218040600032638,"Not"
"CTNS",1326.30329754955,0.627304606930411,0.193214440510366,3.24667558632481,0.00116761399270322,0.00375598650557331,"Up"
"CTPS1",1537.72067682609,0.219855999491333,0.247842958425201,0.887077853203104,0.375036986702807,0.4928696693373,"Not"
"CTPS2",1284.66761440989,1.32411242938653,0.196923084194776,6.72400818218372,1.76792498053379e-11,4.22802213210948e-10,"Up"
"CTR9",2069.06339356546,-0.210969568153484,0.2126051563662,-0.992306921239961,0.32104782806903,0.436996787011563,"Not"
"CTRB1",1.68601998999684,-0.927384346016663,0.784819943841544,-1.18165236917565,0.237343664909175,0.343899714142209,"Not"
"CTRB2",3.23370561423801,-1.84503479502714,0.758702965143056,-2.43182757916235,0.0150228568295338,0.0345720809116024,"Down"
"CTRC",11.2277988936929,2.54735089546224,0.749378212378212,3.39928603925916,0.000675620180732386,0.00233437123170042,"Up"
"CTRL",5.41582800939203,1.15161688785211,0.571038164144214,2.01670739394097,0.0437260578688043,0.0857469469547822,"Up"
"CTSA",7223.55012164959,0.810930833866902,0.289593540728918,2.80023798813247,0.00510649434882367,0.0135788814998161,"Up"
"CTSB",61065.9837692118,1.30939337560221,0.457797405208387,2.86020270256048,0.00423370303353245,0.0115400349607244,"Up"
"CTSC",4159.55398322676,2.60803623438304,0.519209895791192,5.02308653113943,5.08476212920291e-07,4.0973185004742e-06,"Up"
"CTSD",24285.8123316791,0.361416882040642,0.380695562958426,0.949359323318699,0.342437891109713,0.459464873583855,"Not"
"CTSE",1.14830512196962,-4.12878382464853,1.01292485486318,-4.07610081322985,4.57971698502122e-05,0.000221325231748844,"Down"
"CTSF",5043.58052287328,-0.601343040385956,0.268220508847743,-2.24197263277624,0.0249631411093713,0.053386690055283,"Down"
"CTSG",1.36981669819018,1.49662215226964,1.7886067290619,0.836753059211961,0.402731387752333,0.521158728649319,"Not"
"CTSH",4232.14936624605,0.742726264656103,0.528739706605605,1.404710588929,0.160107355726172,0.250248442594183,"Not"
"CTSK",1439.0398281163,2.64980417694701,0.643957107276174,4.11487682487925,3.87386224017941e-05,0.000190882099684264,"Up"
"CTSL",7414.75122688326,1.28285438888242,0.435014661557979,2.94899115420147,0.00318813101204493,0.00900673635136774,"Up"
"CTSO",2733.47482879847,1.38630518492709,0.315689252205393,4.39136009617817,1.12643805887171e-05,6.39173727458585e-05,"Up"
"CTSS",4064.7085090444,2.54719228825228,0.556856718255352,4.57423284077942,4.77968062979372e-06,2.97129093878857e-05,"Up"
"CTSV",98.3531477204483,-0.808658183542235,0.72291893764436,-1.11860146613015,NA,NA,NA
"CTSW",67.510125823269,1.95714572261223,0.559798143030019,3.49616329918278,0.00047199974967279,0.00170867055035042,"Up"
"CTSZ",6788.72003004307,1.57318989282653,0.507771999758253,3.0982210393159,0.00194686161397149,0.00584847857481324,"Up"
"CTTN",6098.33024144917,-0.595659645195518,0.210075496608667,-2.8354551330902,0.00457604422015917,0.012342980394358,"Down"
"CTTNBP2",1131.39823259469,-0.757222169316524,0.448055691155916,-1.69001796933548,0.0910245169171773,0.157852750653463,"Not"
"CTTNBP2NL",1840.53589779589,0.382256152426223,0.190836919435258,2.00305136740538,0.0451717752152367,0.0881823575338048,"Not"
"CTU1",200.009026439182,0.267088253486377,0.315440184843611,0.846716006138515,0.397153434914896,0.515374306739194,"Not"
"CTU2",1136.09192344632,0.182232882969138,0.264481793873914,0.689018628843743,0.490811544564108,0.606578518642297,"Not"
"CTXN1",3298.29478424831,-1.38548223731629,0.445693156079438,-3.10860110463386,0.00187975318164295,0.00567566103810796,"Down"
"CTXN2",28.8957364434745,-1.88486522819257,0.448213228788564,-4.20528691954721,2.60751151413532e-05,0.000135301316896274,"Down"
"CTXN3",16.2275549068273,-2.4555596299631,1.28572697285562,-1.90986086611317,0.0561511299293395,0.105754420838677,"Not"
"CTXND1",1021.36115315508,-0.484753428017527,0.62163521951623,-0.779803673921134,0.435506443524218,0.553108046976901,"Not"
"CU633980.1",0.177971649907564,0.492150451722067,2.39235577986156,0.205717918657795,0.837011260858831,0.891693760065239,"Not"
"CU633980.2",0.251380834261846,0.540645965686472,2.25529061155409,0.239723414320393,0.810544682128282,0.873754018289619,"Not"
"CU639417.1",0.706992800531489,1.81801078906596,1.19939558833991,1.51577244967383,0.129576900703979,0.211168241613229,"Not"
"CU639417.2",143.110933698969,0.346124969920799,0.544128520164216,0.636108854974813,0.524705474363337,0.638285562985576,"Not"
"CUBN",346.063100975392,1.58112294259408,0.464940586448047,3.4006989036453,0.000672138171388056,0.0023236348600606,"Up"
"CUEDC1",3050.20420498339,-0.444079792281236,0.274727290078632,-1.61643858589415,0.105999521487876,0.178886811501444,"Not"
"CUEDC2",3020.55989159322,-0.355484817477664,0.252517107836517,-1.40776528181928,0.159200583942654,0.249019425375117,"Not"
"CUL1",3934.86216961889,-0.116775321204846,0.183837614188424,-0.63520907688215,0.525292064085867,0.638921628056589,"Not"
"CUL2",1269.5934424927,-0.987045891872375,0.187527180785218,-5.26348174029704,1.41352552499239e-07,1.32294043853161e-06,"Down"
"CUL3",3018.1398897356,-0.320392895787108,0.134481555715292,-2.38243002234005,0.0171988004293929,0.0388256346504835,"Not"
"CUL4A",2846.91631555172,0.363609933828364,0.199409887278446,1.82342981479468,0.0682383180836849,0.124267607542825,"Not"
"CUL4B",3514.89506740171,0.0672921357571749,0.177578136916412,0.378943809895077,0.704729590470194,0.794341719288085,"Not"
"CUL5",1706.87123846917,-0.545402574172627,0.150340585809946,-3.627780025163,0.000285868655699338,0.00109945351575657,"Down"
"CUL7",1549.75158167393,-0.0136866550475185,0.339845258850444,-0.0402731969656272,0.967875322160164,0.978924127207655,"Not"
"CUL9",1684.07813870882,-0.491430592894628,0.278797925394837,-1.76267664904127,0.0779550412876591,0.138757437883687,"Not"
"CUTA",6088.70017232914,0.347102607720977,0.24079729328162,1.44147221503453,0.149451321439825,0.236332762766394,"Not"
"CUTC",620.420456801105,-0.394552816779771,0.254798384539833,-1.54849026022019,0.121504304905949,0.200239955454391,"Not"
"CUX1",5638.51753469043,0.232661403541647,0.210058442883185,1.10760320008195,0.268033220804976,0.378052997154428,"Not"
"CUX2",200.099262656485,-4.54519747088468,0.922998949626469,-4.92437989525783,8.46282873455576e-07,6.38521457563441e-06,"Down"
"CUZD1",37.6910370280158,0.0613809299386535,0.80571080425887,0.0761823344234716,0.939274036929374,0.960676880342702,"Not"
"CWC15",2650.57116677701,0.214360588480052,0.21849629237169,0.981071972220919,0.326557250766371,0.442883898808886,"Not"
"CWC22",935.903034934429,0.0571816803540682,0.180363465717702,0.317035826111075,0.751216418066538,0.831265678476578,"Not"
"CWC25",914.403776389407,-0.061476287325503,0.145872742880839,-0.42143779647526,0.673435424366741,0.770030697257103,"Not"
"CWC27",1137.75967102829,0.154518104947413,0.182468246477346,0.846821887810475,0.397094406319705,0.515333648879433,"Not"
"CWF19L1",943.503850909394,-0.023352733405278,0.260373309469448,-0.0896894288161213,0.928534016667269,0.953385790746162,"Not"
"CWF19L2",606.908662626585,0.376658498383836,0.198315091458538,1.89929316832947,0.0575259406106339,0.10801570804334,"Not"
"CWH43",5.87820895478817,1.08593704674029,1.36727453052955,0.794234824457456,0.427058738605146,0.544871075257995,"Not"
"CX3CL1",3507.19091501106,-1.64999038579441,0.336887136319969,-4.89775419690492,9.69381892764855e-07,7.21117520519897e-06,"Down"
"CX3CR1",3367.68563909237,0.178072967097402,0.586453119913519,0.303643993101548,0.761399131376598,0.838954887977791,"Not"
"CXADR",1818.81512793235,-0.597438328339263,0.416174229841674,-1.43554858878828,0.151130832852802,0.238664087256767,"Not"
"CXCL1",164.109516566614,0.0833011680539979,0.914916139826452,0.0910478725075274,0.927454552232386,0.952855847533726,"Not"
"CXCL10",1002.23714861179,4.47874484306185,0.824915791093706,5.42933580786926,5.65641647283621e-08,5.84360271480236e-07,"Up"
"CXCL11",255.298363268507,3.66688816868465,0.920222641646421,3.98478368465703,6.75416245910786e-05,0.000311985965030191,"Up"
"CXCL12",1180.46505092254,0.886217238509597,0.635667835807012,1.39415145550742,0.163271873618556,0.254367485891463,"Not"
"CXCL13",66.7408967988736,4.91530692317524,1.19661483299835,4.10767674579043,3.99658920258263e-05,0.000196253731072189,"Up"
"CXCL14",5014.13211443101,-0.177048760900499,0.891091069848822,-0.198687616665866,0.842507111370381,0.895753560808989,"Not"
"CXCL16",4305.06393582371,1.95232913044567,0.362080801528586,5.39197085900047,6.96890715096069e-08,6.98241714866853e-07,"Up"
"CXCL17",0.934583191434072,0.811400549066981,1.28746061767538,0.630233296403297,0.528541957555424,0.642035102322663,"Not"
"CXCL2",323.892291400638,0.220887029547311,0.75983250529652,0.290704896154859,0.771277026661423,0.845796063363379,"Not"
"CXCL3",174.850893883519,1.60913495138814,0.88951800072634,1.80899650155948,0.0704515468621841,0.12753662978379,"Not"
"CXCL5",236.390390008855,1.63348373325895,1.03488508233289,1.5784204073912,0.114469059982672,0.190860411330549,"Not"
"CXCL6",67.1689905903395,1.74634266501453,1.21739059200777,1.43449659992392,0.151430598676171,0.238995480445232,"Not"
"CXCL8",2538.4570424581,1.69734579017461,1.02981574964932,1.648203371091,0.099310945309893,0.16940685492981,"Not"
"CXCL9",227.476425896561,4.23820930686671,0.799302908334738,5.30238194140513,1.14301384956889e-07,1.09679812713145e-06,"Up"
"CXCR1",43.8750577020638,2.25276755409462,0.938801003948074,2.3996220121418,0.0164120092512693,0.0373201824846076,"Up"
"CXCR2",96.6842303863802,3.61452444371268,0.646848881846125,5.58789625390821,2.2983687580927e-08,2.62513499773313e-07,"Up"
"CXCR3",26.3936372810823,2.0450754689589,0.843393552266729,2.42481752849841,0.0153160828370054,0.0351599058933155,"Up"
"CXCR4",3268.2416750713,2.93757448606198,0.461855141805833,6.36038060456832,2.01254440229516e-10,3.84793577538333e-09,"Up"
"CXCR5",0.63309523196503,1.11850105493051,1.35015890019849,0.828421791513633,0.407431669620668,0.525814916068679,"Not"
"CXCR6",45.5470806059875,2.85192224858013,0.803798209483344,3.54805747877101,0.00038808352057869,0.0014369516385845,"Up"
"CXorf21",136.086324628498,1.52418501985845,0.49768639441181,3.06254106395617,0.0021946636138496,0.00650107462299382,"Up"
"CXorf36",757.494845167535,0.00947277742602036,0.365785939961932,0.0258970517757085,0.97933945160156,0.986550613779027,"Not"
"CXorf38",1018.69580896552,0.591393261126436,0.186967950588272,3.16307291846377,0.00156113223867534,0.00483623483729494,"Up"
"CXorf40A",606.856708117739,-0.31654181176376,0.278895922285203,-1.13498185692389,0.256382920256367,0.365453199593194,"Not"
"CXorf40B",952.485975834546,0.238108568872918,0.16360537971105,1.45538349223877,0.145563123881131,0.231542060608047,"Not"
"CXorf49",0.0739183086842624,0.225396442618877,4.56052980969611,0.049423302121535,0.960581958443469,NA,"Not"
"CXorf49B",0.122462842944765,0.395156249643361,2.86737016568965,0.137811383535938,0.89038948744673,NA,"Not"
"CXorf51A",0,NA,NA,NA,NA,NA,NA
"CXorf51B",0.0105974186634331,0.0070688441574694,8.19826783081789,0.000862236304466304,0.999312035050147,NA,"Not"
"CXorf56",1084.88621864079,-0.140470068939902,0.172184907809854,-0.815809415160965,0.414609147481535,0.532565950848564,"Not"
"CXorf57",491.890713978942,-0.571505974423039,0.716195382038331,-0.797974950350144,0.424885026812055,0.54318786491443,"Not"
"CXorf58",6.74505144615441,0.229469874187649,0.490835982778376,0.467508255789918,0.640136286830295,0.741017591785259,"Not"
"CXorf65",3.75209283191067,1.90614678349774,0.948586659225373,2.00945982632132,0.0444883910518974,0.0870339752532301,"Up"
"CXorf66",0.0752700283782748,0.104094562331577,7.00998220751635,0.0148494759687069,0.988152267808011,NA,"Not"
"CXorf67",5.53963366916807,-0.461577839480573,0.749766011899073,-0.615629185846192,0.538139284127494,0.651481522576365,"Not"
"CXXC1",2445.4243576676,0.130111666946488,0.197806276216649,0.657773198278005,0.510683878909531,0.625528917115914,"Not"
"CXXC4",795.901852418414,-0.46379180273026,0.583470946850303,-0.794884141590776,0.426680899861161,0.544538364964454,"Not"
"CXXC5",7400.89662135559,-0.370160731105738,0.25494819610609,-1.4519056685214,0.146527836192398,0.232797960908185,"Not"
"CYB561",1452.79380422877,-0.789942698707964,0.368230351249818,-2.14524059743257,0.031933615226467,0.0656672021334709,"Down"
"CYB561A3",1363.01728540069,0.620196689175495,0.274254677581683,2.26138964937354,0.0237351391468001,0.0510893103847019,"Up"
"CYB561D1",773.876761483366,-0.540140101809652,0.190969805599573,-2.82840577919539,0.00467804692933766,0.0125689156920226,"Down"
"CYB561D2",917.828483185428,0.756527927180287,0.219890254934234,3.44047955834402,0.000580684299212468,0.00204780365260561,"Up"
"CYB5A",1425.10919143744,0.898393262759937,0.3210899891072,2.79794852918942,0.00514283072739673,0.0136676915460568,"Up"
"CYB5B",3478.87957839267,-0.1711080224227,0.215302939096553,-0.794731475291039,0.426769719111783,0.544614361714255,"Not"
